source,target,user_prob,root_prob
192.168.222.67,192.168.164.51,0.030602499999999998,0
192.168.222.67,192.168.14.7,0.82733,0.00061
192.168.222.67,192.168.161.53,0.010335,0.03341
192.168.222.67,192.168.80.229,0.0183325,0
192.168.222.67,192.168.44.108,0.035144,0
192.168.222.67,192.168.204.100,0.19497749999999997,0.01165
192.168.222.67,192.168.24.22,0.00224,0
192.168.222.67,192.168.83.162,0.007005,0.00887
192.168.98.204,192.168.186.16,0.01086,0
192.168.98.204,192.168.83.162,0.04418,0.03341
192.168.98.204,192.168.173.121,0.02298333333333333,0
192.168.98.204,192.168.222.67,0.005096666666666667,0.00042
192.168.98.204,192.168.24.22,0.008433333333333333,0.00042
192.168.98.204,192.168.204.100,0.026196666666666663,0
192.168.98.204,192.168.161.53,0.0453375,0
192.168.98.204,192.168.14.7,0.09252500000000001,0
192.168.98.204,192.168.249.189,0.006213333333333334,0.00044
192.168.158.217,192.168.80.229,0.492195,0
192.168.158.217,192.168.29.248,0.006136,0
192.168.158.217,192.168.0.229,0.008145,0.01311
192.168.158.217,192.168.186.16,0.010726666666666667,0
192.168.158.217,192.168.239.177,0.075196,0
192.168.239.177,192.168.202.28,0.02251,0
192.168.239.177,192.168.158.217,0.00445,0.01311
192.168.239.177,192.168.222.67,0.015533333333333331,0
192.168.239.177,192.168.204.100,0.013993333333333335,0
192.168.239.177,192.168.161.53,0.005285,0
192.168.239.177,192.168.94.54,0.00346,0.00042500000000000003
192.168.239.177,192.168.29.248,0.012327500000000002,0.00281
192.168.14.7,192.168.161.53,0.006798000000000001,0
192.168.14.7,192.168.186.16,0.0081,0
192.168.14.7,192.168.80.229,0.0018700000000000001,0
192.168.14.7,192.168.239.177,0.034306666666666666,0
192.168.14.7,192.168.222.67,0.00151,0
192.168.14.7,192.168.29.248,0.0165625,0.00281
192.168.14.7,192.168.44.108,0.020646666666666667,0.00061
192.168.14.7,192.168.0.229,0.0108475,0
192.168.14.7,192.168.98.204,0.006710000000000001,0
192.168.14.7,192.168.83.162,0.023965999999999998,0
192.168.14.7,192.168.67.214,0.005605,0
192.168.14.7,192.168.202.28,0.014844999999999999,0
192.168.14.7,192.168.249.189,0.0010333333333333334,0
192.168.14.7,192.168.24.22,0.036614999999999995,0
192.168.14.7,192.168.204.100,0.003515,0
192.168.14.7,192.168.158.217,0.003605,0
192.168.14.7,192.168.94.54,0.004455,0.00042
192.168.14.7,192.168.173.121,0.06854666666666666,0.01247
192.168.44.108,192.168.161.53,0.0069775,0
192.168.44.108,192.168.83.162,0.00439,0
192.168.44.108,192.168.29.248,0.010650000000000001,0
192.168.44.108,192.168.14.7,0.00532,0
192.168.44.108,192.168.158.217,0.00454,0
192.168.44.108,192.168.94.54,0.0513125,0.01311
192.168.44.108,192.168.249.189,0.008492000000000001,0
192.168.44.108,192.168.239.177,0.0266,0.000525
192.168.44.108,192.168.67.214,0.00612,0.00042
192.168.44.108,192.168.202.28,0.005606666666666667,0.00044
192.168.94.54,192.168.0.229,0.00162,0
192.168.94.54,192.168.44.108,0.042365,0.93793
192.168.94.54,192.168.186.16,0.0189775,0.00044
