source,target,user_prob,root_prob
192.168.242.58,192.168.196.41,0.005569999999999999,0.009
192.168.242.58,192.168.149.86,0.015543999999999999,0
192.168.242.58,192.168.249.183,0.00201,0
192.168.242.58,192.168.120.121,0.02667,0
192.168.242.58,192.168.29.22,0.192554,0
192.168.242.58,192.168.66.3,0.011535,0
192.168.242.58,192.168.194.81,0.037464,0
192.168.242.58,192.168.124.77,0.007825,0
192.168.242.58,192.168.148.192,0.018349999999999998,0
192.168.242.58,192.168.164.58,0.019445,0
192.168.242.58,192.168.216.85,0.014845,0.02452
192.168.242.58,192.168.253.45,0.0099125,0
192.168.242.58,192.168.98.117,0.014434999999999998,0
192.168.242.58,192.168.117.73,0.0161,0.469175
192.168.242.58,192.168.217.194,0.02709,0.016915
192.168.242.58,192.168.38.23,0.017994,0
192.168.242.58,192.168.134.255,0.0040550000000000004,0
192.168.242.58,192.168.57.176,0.24575999999999998,0.03341
192.168.242.58,192.168.36.206,0.008697499999999999,0.00042
192.168.242.58,192.168.221.22,0.04796333333333333,0
192.168.242.58,192.168.152.119,0.04619,0.00192
192.168.242.58,192.168.125.103,0.017328,0
192.168.242.58,192.168.47.58,0.01525,0.006775
192.168.242.58,192.168.112.11,0.03979,0.00074
192.168.242.58,192.168.16.159,0.006275,0.015
192.168.242.58,192.168.61.215,0.30585,0.00042
192.168.242.58,192.168.205.94,0.00051,0.009
192.168.242.58,192.168.110.109,0.013,0.10945
192.168.242.58,192.168.246.120,0.017769999999999998,0
192.168.242.58,192.168.30.133,0.009937499999999998,0
192.168.242.58,192.168.94.87,0.078285,0.00042
192.168.242.58,192.168.155.79,0.23904999999999998,0
192.168.242.58,192.168.114.32,0.0146525,0
192.168.242.58,192.168.110.138,0.00615,0.01165
192.168.242.58,192.168.123.87,0.02076,0
192.168.217.194,192.168.98.117,0.015465,0
192.168.124.77,192.168.117.73,0.01213,0.00044
192.168.124.77,192.168.210.5,0.01301,0.00281
192.168.124.77,192.168.212.181,0.00404,0.00043
192.168.124.77,192.168.114.32,0.2026875,0.009
192.168.249.183,192.168.61.215,0.0031199999999999995,0.00192
192.168.249.183,192.168.98.117,0.009495,0
192.168.249.183,192.168.110.138,0.01003,0.01501
192.168.249.183,192.168.110.109,0.01206,0.000515
192.168.249.183,192.168.205.94,0.40945499999999996,0.01165
192.168.249.183,192.168.148.192,0.023785,0
192.168.249.183,192.168.120.22,0.009049999999999999,0
192.168.249.183,192.168.180.180,0.039975000000000004,0
192.168.249.183,192.168.253.45,0.017144,0
192.168.249.183,192.168.83.224,0.02233,0.01165
192.168.249.183,192.168.8.17,0.007096666666666667,0
192.168.249.183,192.168.30.133,0.012596,0
192.168.249.183,192.168.36.206,0.007736666666666667,0.00612
192.168.249.183,192.168.112.11,0.010848,0
192.168.249.183,192.168.210.5,0.0054266666666666664,0
192.168.249.183,192.168.57.176,0.035415,0
192.168.249.183,192.168.216.85,0.01955666666666667,0
192.168.249.183,192.168.149.86,0.029265,0
192.168.249.183,192.168.247.134,0.01737,0
192.168.110.138,192.168.246.120,0.035214,0
192.168.110.138,192.168.196.41,0.015430000000000001,0.015
192.168.110.138,192.168.117.73,0.06292333333333333,0
192.168.110.138,192.168.194.81,0.00401,0.01311
192.168.110.138,192.168.180.180,0.002435,0
192.168.110.138,192.168.149.86,0.0036833333333333336,0.00042
192.168.110.138,192.168.61.215,0.00714,0.01311
192.168.110.138,192.168.16.159,0.003415,0.00074
192.168.110.138,192.168.111.111,0.0192225,0
