source,target,user_prob,root_prob
192.168.60.36,192.168.142.108,0.012095,0.00042
192.168.60.36,192.168.151.187,0.002215,0.00065
192.168.60.36,192.168.133.251,0.0777875,0
192.168.60.36,192.168.160.151,0.03959,0.93793
192.168.60.36,192.168.146.88,0.0079,0.00044
192.168.136.49,192.168.33.180,0.00047,0.00044
192.168.136.49,192.168.146.239,0.0023925,0
192.168.99.242,192.168.146.88,0.038274999999999997,0
192.168.99.242,192.168.223.22,0.002125,0
192.168.99.242,192.168.33.180,0.08229333333333333,0
192.168.99.242,192.168.6.89,0.0052899999999999996,0.52369
192.168.99.242,192.168.183.77,0.14798,0.00044
192.168.99.242,192.168.142.108,0.020845,0.02452
192.168.99.242,192.168.192.143,0.049035,0
192.168.99.242,192.168.151.187,0.021616,0
192.168.99.242,192.168.121.186,0.0021033333333333334,0
192.168.99.242,192.168.105.1,0.01044,0
192.168.99.242,192.168.83.51,0.20934,0.02452
192.168.99.242,192.168.165.42,0.010755,0.00043
192.168.99.242,192.168.228.7,0.00609,0
192.168.95.178,192.168.38.228,0.00319,0.00042
192.168.95.178,192.168.142.108,0.0041475,0
192.168.95.178,192.168.191.227,0.27702333333333334,0
192.168.95.178,192.168.52.35,0.0021780000000000002,0
192.168.95.178,192.168.146.88,0.0395275,0
192.168.95.178,192.168.3.192,0.002915,0
192.168.95.178,192.168.236.199,0.0205875,0
192.168.95.178,192.168.165.42,0.00797,0
192.168.95.178,192.168.192.143,0.01464,0.00065
192.168.95.178,192.168.223.22,0.0055775,0
192.168.95.178,192.168.146.239,0.003815,0
192.168.95.178,192.168.105.1,0.010790000000000001,0.10945
192.168.95.178,192.168.228.7,0.33276333333333336,0.014535
192.168.95.178,192.168.83.51,0.0052899999999999996,0
192.168.95.178,192.168.149.242,0.001385,0.00044
192.168.95.178,192.168.133.251,0.002386,0
192.168.95.178,192.168.6.89,0.007046666666666666,0
192.168.95.178,192.168.99.242,0.02557,0.00065
192.168.95.178,192.168.12.54,0.0016350000000000002,0
192.168.95.178,192.168.135.63,0.02618,0
192.168.95.178,192.168.94.21,0.0089,0.03341
192.168.95.178,192.168.121.186,0.005535,0.0004266666666666667
192.168.95.178,192.168.60.36,0.00824,0
192.168.95.178,192.168.33.180,0.02551,0
192.168.95.178,192.168.160.151,0.011792500000000001,0.00887
192.168.95.178,192.168.217.247,0.006539999999999999,0
192.168.95.178,192.168.183.77,0.003065,0
192.168.95.178,192.168.151.187,0.026655,0
192.168.105.1,192.168.192.143,0.0545,0.00044
192.168.105.1,192.168.160.151,0.00475,0
192.168.105.1,192.168.223.22,0.00162,0
192.168.105.1,192.168.38.228,0.0116,0.00042
192.168.105.1,192.168.142.108,0.03011,0
192.168.105.1,192.168.3.192,0.013282500000000001,0.015
192.168.105.1,192.168.191.227,0.06266,0
192.168.105.1,192.168.236.199,0.023544999999999996,0.00044
192.168.105.1,192.168.136.49,0.04835,0
192.168.105.1,192.168.146.239,0.16438333333333333,0.46918000000000004
192.168.105.1,192.168.135.63,0.002786666666666667,0
192.168.105.1,192.168.52.35,0.01576666666666667,0
192.168.105.1,192.168.183.77,0.2303425,0
192.168.105.1,192.168.60.36,0.34351,0.00507
192.168.105.1,192.168.149.242,0.28049,0
192.168.105.1,192.168.121.186,0.026975,0
192.168.105.1,192.168.83.51,0.0082,0
192.168.105.1,192.168.12.54,0.00182,0.00887
192.168.105.1,192.168.94.21,0.020775000000000002,0
192.168.149.242,192.168.183.77,0.001565,0.93793
192.168.149.242,192.168.83.51,0.019093333333333334,0
192.168.149.242,192.168.142.108,0.0018725,0.00042
192.168.149.242,192.168.94.21,0.015046,0
192.168.149.242,192.168.99.242,0.0058850000000000005,0
192.168.149.242,192.168.146.239,0.0030900000000000003,0
192.168.149.242,192.168.165.42,0.013946666666666668,0.00044
192.168.149.242,192.168.217.247,0.00378,0.00042
192.168.149.242,192.168.52.35,0.0031700000000000005,0
192.168.149.242,192.168.6.89,0.01599333333333333,0
192.168.149.242,192.168.228.7,0.012295,0.009
192.168.223.22,192.168.236.199,0.022185,0
192.168.223.22,192.168.142.108,0.005880000000000001,0
192.168.223.22,192.168.217.247,0.011005,0
192.168.223.22,192.168.121.186,0.004985,0
192.168.223.22,192.168.12.54,0.00235,0.93793
192.168.223.22,192.168.95.178,0.017859999999999997,0.00042
192.168.223.22,192.168.105.1,0.009817500000000002,0.00043
192.168.223.22,192.168.136.49,0.019923333333333335,0
192.168.223.22,192.168.38.228,0.005158,0
192.168.223.22,192.168.149.242,0.00563,0
192.168.223.22,192.168.3.192,0.003575,0
192.168.223.22,192.168.146.239,0.0053625,0
192.168.223.22,192.168.165.42,0.040086,0
192.168.223.22,192.168.52.35,0.020008,0
192.168.223.22,192.168.160.151,0.005135,0
192.168.223.22,192.168.135.63,0,0.00697
192.168.223.22,192.168.133.251,0.0034000000000000002,0.00192
192.168.223.22,192.168.60.36,0.0054399999999999995,0.015
192.168.223.22,192.168.33.180,0.012535000000000001,0.009
192.168.121.186,192.168.83.51,0.0036066666666666664,0.00061
192.168.121.186,192.168.60.36,0.0151075,0
192.168.121.186,192.168.191.227,0.00862,0
192.168.121.186,192.168.33.180,0.080485,0
192.168.121.186,192.168.149.242,0.009922499999999999,0
192.168.121.186,192.168.236.199,0.06447,0
192.168.121.186,192.168.146.88,0.0036060000000000003,0
192.168.121.186,192.168.105.1,0.12129999999999999,0
192.168.121.186,192.168.95.178,0.011874000000000001,0
192.168.121.186,192.168.12.54,0.007452500000000001,0.00042
192.168.121.186,192.168.94.21,0.018735,0
192.168.121.186,192.168.6.89,0.01584,0
192.168.121.186,192.168.135.63,0.013326666666666667,0
192.168.121.186,192.168.160.151,0.0071400000000000005,0
192.168.135.63,192.168.192.143,0.016475999999999998,0
192.168.135.63,192.168.12.54,0.0005200000000000001,0
192.168.135.63,192.168.165.42,0.0190175,0
192.168.135.63,192.168.33.180,0.00615,0
192.168.135.63,192.168.83.51,0.007286666666666667,0.00507
192.168.135.63,192.168.146.239,0,0.012005
192.168.135.63,192.168.136.49,0.011325,0.00042
192.168.135.63,192.168.52.35,0.029625,0
192.168.135.63,192.168.149.242,0.413875,0
192.168.135.63,192.168.151.187,0.0004275,0
192.168.135.63,192.168.217.247,0.25759000000000004,0
192.168.228.7,192.168.165.42,0.02144333333333333,0.00042
192.168.228.7,192.168.94.21,0.38809499999999997,0
192.168.228.7,192.168.223.22,0.06447,0
192.168.228.7,192.168.121.186,0.24667250000000002,0
192.168.228.7,192.168.149.242,0.0037433333333333333,0.00042
192.168.228.7,192.168.192.143,0.014696666666666665,0
192.168.228.7,192.168.99.242,0.2097775,0
192.168.228.7,192.168.33.180,0.022298000000000002,0
192.168.228.7,192.168.183.77,0.00042,0.00042
192.168.228.7,192.168.95.178,0.028096666666666662,0.00044
192.168.228.7,192.168.191.227,0.02595,0.015
192.168.228.7,192.168.52.35,0.05292333333333333,0.01311
192.168.228.7,192.168.146.239,0.006186666666666667,0.01026
192.168.228.7,192.168.12.54,0.0046,0
192.168.228.7,192.168.142.108,0.018375,0
192.168.228.7,192.168.135.63,0.009522,0
192.168.228.7,192.168.105.1,0.00424,0
192.168.228.7,192.168.133.251,0.0267775,0
192.168.228.7,192.168.236.199,0.0121,0
192.168.228.7,192.168.146.88,0.15576,0
192.168.52.35,192.168.217.247,0.005785,0.10945
192.168.52.35,192.168.160.151,0.476335,0.00042
192.168.52.35,192.168.146.88,0.2442025,0
192.168.52.35,192.168.12.54,0.013205,0
192.168.52.35,192.168.94.21,0.00629,0
192.168.52.35,192.168.38.228,0.001715,0.01311
192.168.52.35,192.168.3.192,0.007415,0
192.168.52.35,192.168.228.7,0.008836,0
192.168.52.35,192.168.151.187,0.2728566666666667,0.00042
192.168.52.35,192.168.146.239,0.00673,0.00042
192.168.52.35,192.168.121.186,0.010712,0
192.168.52.35,192.168.183.77,0.00521,0.015
192.168.52.35,192.168.133.251,0.015233333333333335,0.00044
192.168.52.35,192.168.33.180,0.0269975,0.00612
192.168.52.35,192.168.192.143,0.047205,0
192.168.52.35,192.168.149.242,0.025875,0
192.168.52.35,192.168.6.89,0.04269333333333333,0
192.168.52.35,192.168.165.42,0.0264,0
192.168.52.35,192.168.105.1,0.0038933333333333333,0.0012850000000000001
192.168.52.35,192.168.136.49,0.013999999999999999,0.015
192.168.52.35,192.168.191.227,0.013564999999999999,0.00042
192.168.52.35,192.168.135.63,0.01492,0
192.168.52.35,192.168.236.199,0.014235000000000001,0.00065
192.168.52.35,192.168.223.22,0.0031375,0.00612
192.168.52.35,192.168.142.108,0.046145,0.00044
192.168.52.35,192.168.83.51,0.0103675,0
192.168.52.35,192.168.60.36,0.0050825,0
192.168.12.54,192.168.236.199,0.02722,0
192.168.12.54,192.168.135.63,0.004285,0.00044
192.168.12.54,192.168.146.88,0.17709,0
192.168.12.54,192.168.146.239,0.015455,0.00043
192.168.12.54,192.168.33.180,0.003745,0.00042
192.168.12.54,192.168.191.227,0.05693,0
192.168.12.54,192.168.160.151,0.0010133333333333333,0
192.168.12.54,192.168.149.242,0.24209750000000002,0
192.168.12.54,192.168.99.242,0.03934,0
192.168.12.54,192.168.228.7,0.009343333333333334,0
192.168.12.54,192.168.52.35,0.08101000000000001,0.01165
192.168.12.54,192.168.136.49,0.22134399999999999,0
192.168.12.54,192.168.192.143,0.0116775,0
192.168.12.54,192.168.133.251,0.0018349999999999998,0
192.168.12.54,192.168.105.1,0.00042,0
192.168.12.54,192.168.142.108,0.0054775,0
192.168.12.54,192.168.83.51,0.0078025,0
192.168.12.54,192.168.183.77,0.004686666666666666,0
192.168.12.54,192.168.95.178,0.0401,0.00887
192.168.12.54,192.168.151.187,0.025492499999999998,0
192.168.12.54,192.168.121.186,0.008845,0
192.168.183.77,192.168.149.242,0.013469999999999998,0
192.168.183.77,192.168.94.21,0.00344,0
192.168.183.77,192.168.3.192,0.016225,0
192.168.183.77,192.168.146.88,0.00235,0
192.168.183.77,192.168.99.242,0.0015933333333333335,0.000435
192.168.183.77,192.168.12.54,0.008827999999999999,0
192.168.183.77,192.168.52.35,0.0068425,0
192.168.83.51,192.168.223.22,0.41778,0.02452
192.168.83.51,192.168.3.192,0.0169125,0.00612
192.168.83.51,192.168.95.178,0.008197499999999998,0
192.168.83.51,192.168.160.151,0.01988,0
192.168.83.51,192.168.60.36,0.016496,0
192.168.83.51,192.168.192.143,0.007026666666666666,0
192.168.83.51,192.168.133.251,0.0037433333333333333,0.93793
192.168.83.51,192.168.142.108,0.00042,0.00044
192.168.83.51,192.168.38.228,0.062285999999999994,0
192.168.83.51,192.168.191.227,0.01094,0.00042
192.168.83.51,192.168.146.239,0.024696000000000003,0
192.168.83.51,192.168.236.199,0.1641,0.00042
192.168.83.51,192.168.135.63,0.040575,0
192.168.83.51,192.168.12.54,0.0237,0.00042
192.168.33.180,192.168.146.239,0.012528000000000001,0
192.168.33.180,192.168.142.108,0.040794,0
192.168.33.180,192.168.99.242,0.0022933333333333334,0
192.168.33.180,192.168.191.227,0.7756,0.004654999999999999
192.168.33.180,192.168.165.42,0.10432666666666668,0.0016150000000000001
192.168.33.180,192.168.228.7,0.032330000000000005,0
192.168.33.180,192.168.38.228,0.053895,0
192.168.33.180,192.168.183.77,0.00042,0.00887
192.168.33.180,192.168.151.187,0.089515,0.00043000000000000004
192.168.33.180,192.168.94.21,0.11226,0.009
192.168.33.180,192.168.121.186,0.406885,0
192.168.33.180,192.168.3.192,0.003926666666666667,0
192.168.33.180,192.168.52.35,0.002205,0
192.168.33.180,192.168.83.51,0.010255,0
192.168.33.180,192.168.60.36,0.024059999999999998,0.03341
192.168.33.180,192.168.133.251,0.467935,0
192.168.33.180,192.168.160.151,0.018625,0
192.168.33.180,192.168.6.89,0.087215,0
192.168.33.180,192.168.192.143,0.00042,0
192.168.33.180,192.168.105.1,0.00599,0.02452
192.168.33.180,192.168.95.178,0.02332,0
192.168.33.180,192.168.12.54,0.15986999999999998,0
192.168.33.180,192.168.217.247,0.0048975,0
192.168.33.180,192.168.146.88,0.050945,0
192.168.146.239,192.168.33.180,0.00332,0
192.168.146.239,192.168.191.227,0.01598,0.00192
192.168.146.239,192.168.142.108,0.0012300000000000002,0.01194
192.168.146.239,192.168.228.7,0.03205,0
192.168.146.239,192.168.52.35,0.031091999999999998,0
192.168.146.239,192.168.217.247,0.01155,0
192.168.146.239,192.168.146.88,0.00991,0.00044
192.168.146.239,192.168.192.143,0.0056099999999999995,0
192.168.146.239,192.168.223.22,0.046555,0
192.168.146.239,192.168.236.199,0.023866666666666665,0.00042
192.168.146.239,192.168.83.51,0.00602,0.00042
192.168.146.239,192.168.99.242,0.21239600000000003,0
192.168.146.239,192.168.135.63,0.004065,0
192.168.146.239,192.168.3.192,0.012713333333333333,0.00507
192.168.146.239,192.168.165.42,0.024743333333333336,0
192.168.146.239,192.168.160.151,0.04725,0
192.168.146.239,192.168.105.1,0.17158,0
192.168.146.239,192.168.121.186,0.012506666666666666,0.03341
192.168.146.239,192.168.136.49,0.02686,0
192.168.146.239,192.168.149.242,0.00051,0
192.168.146.239,192.168.151.187,0.014530000000000001,0
192.168.146.239,192.168.6.89,0.3240266666666667,0.01501
192.168.146.239,192.168.133.251,0.00343,0.00612
192.168.151.187,192.168.165.42,0.0147625,0.00887
192.168.151.187,192.168.105.1,0.004336666666666667,0
192.168.151.187,192.168.95.178,0.021312499999999998,0
192.168.151.187,192.168.60.36,0.043919999999999994,0.00042
192.168.151.187,192.168.191.227,0.034855000000000004,0.00065
192.168.151.187,192.168.160.151,0.0421125,0
192.168.151.187,192.168.149.242,0.005934999999999999,0
192.168.151.187,192.168.136.49,0.008803333333333333,0
192.168.151.187,192.168.3.192,0.0023899999999999998,0
192.168.151.187,192.168.121.186,0.24327500000000002,0
192.168.151.187,192.168.217.247,0.00445,0.005594999999999999
192.168.6.89,192.168.105.1,0.02378,0
192.168.6.89,192.168.191.227,0.03098,0
192.168.6.89,192.168.33.180,0.042575,0.00044
192.168.6.89,192.168.52.35,0.026407499999999997,0
192.168.6.89,192.168.149.242,0.028506666666666666,0
192.168.6.89,192.168.146.239,0.00953,0
192.168.6.89,192.168.217.247,0.082395,0
192.168.6.89,192.168.83.51,0.007575,0.00042
192.168.3.192,192.168.83.51,0.011910000000000002,0
192.168.3.192,192.168.228.7,0.0084025,0
192.168.3.192,192.168.160.151,0.031855,0.00796
192.168.3.192,192.168.136.49,0.0116,0.00042
192.168.3.192,192.168.236.199,0.08596,0
192.168.3.192,192.168.217.247,0.021143333333333333,0
192.168.3.192,192.168.135.63,0.005175,0
192.168.3.192,192.168.12.54,0.07116,0
192.168.3.192,192.168.60.36,0.014492499999999998,0.00044
192.168.3.192,192.168.94.21,0,0.00043000000000000004
192.168.3.192,192.168.95.178,0.10294666666666664,0
192.168.3.192,192.168.38.228,0.017687500000000002,0
192.168.3.192,192.168.165.42,0.0154,0
192.168.3.192,192.168.183.77,0.0189525,0
192.168.3.192,192.168.121.186,0.005123333333333334,0
192.168.3.192,192.168.146.88,0.01303,0
192.168.3.192,192.168.105.1,0.07405333333333333,0
192.168.3.192,192.168.223.22,0.004348,0
192.168.3.192,192.168.191.227,0.03387,0
192.168.3.192,192.168.142.108,0.12322249999999998,0
192.168.3.192,192.168.52.35,0.014843333333333333,0.10945
