source,target,user_prob,root_prob
192.168.90.130,192.168.224.6,0.00236,0
192.168.90.130,192.168.187.13,0.00051,0
192.168.90.130,192.168.123.205,0.021904,0
192.168.90.130,192.168.140.11,0.004196666666666667,0.00042
192.168.90.130,192.168.204.219,0.00068,0.001625
192.168.90.130,192.168.37.251,0.00588,0
192.168.90.130,192.168.61.202,0.008305,0
192.168.90.130,192.168.150.126,0.010915,0
192.168.90.130,192.168.124.61,0.05395333333333333,0.00612
192.168.90.130,192.168.29.52,0.009876666666666667,0
192.168.90.130,192.168.141.198,0.012059999999999998,0
192.168.90.130,192.168.117.164,0.16191999999999998,0
192.168.90.130,192.168.129.0,0.008423333333333333,0
192.168.90.130,192.168.161.124,0.004115,0
192.168.90.130,192.168.135.63,0.0033975,0.93793
192.168.90.130,192.168.68.145,0.0034850000000000003,0.00065
192.168.90.130,192.168.146.209,0.032005,0
192.168.90.130,192.168.11.34,0.028845000000000003,0.10945
192.168.90.130,192.168.211.145,0.0139,0.31778333333333336
192.168.90.130,192.168.227.46,0.022515,0.00887
192.168.90.130,192.168.239.204,0.003985,0.0028599999999999997
192.168.90.130,192.168.70.45,0.10454000000000001,0.00507
192.168.90.130,192.168.147.141,0.00415,0.00887
192.168.90.130,192.168.155.66,0.01031,0
192.168.90.130,192.168.177.148,0.0016333333333333332,0.00044
192.168.90.130,192.168.44.172,0.005705,0
192.168.90.130,192.168.128.80,0.014580000000000001,0.007515
192.168.90.130,192.168.255.248,0.480475,0
192.168.90.130,192.168.59.176,0.06718,0
192.168.90.130,192.168.52.106,0.009727499999999998,0
192.168.90.130,192.168.52.126,0.019414999999999998,0.0037366666666666663
192.168.90.130,192.168.33.227,0.039596,0
192.168.90.130,192.168.51.144,0.00712,0
192.168.90.130,192.168.29.195,0.004455,0
192.168.90.130,192.168.181.134,0.03535,0.00042
192.168.90.130,192.168.35.173,0.00535,0
192.168.90.130,192.168.239.83,0.2837675,0
192.168.90.130,192.168.37.214,0.020739999999999998,0
192.168.90.130,192.168.108.4,0.016045999999999998,0
192.168.90.130,192.168.199.118,0.37362333333333336,0
192.168.90.130,192.168.49.14,0.009026666666666667,0
192.168.90.130,192.168.228.118,0.004429999999999999,0.004645
192.168.90.130,192.168.79.235,0.0010966666666666666,0
192.168.90.130,192.168.35.142,0.00793,0
192.168.90.130,192.168.198.88,0.022099999999999998,0
192.168.90.130,192.168.45.209,0.019979999999999998,0
192.168.90.130,192.168.186.192,0.007036666666666667,0.00061
192.168.90.130,192.168.161.227,0.013926,0
192.168.171.251,192.168.70.45,0.0346675,0
192.168.171.251,192.168.154.207,0.08350500000000001,0
192.168.171.251,192.168.29.195,0.16436800000000001,0
192.168.171.251,192.168.124.61,0.030855,0
192.168.171.251,192.168.51.144,0.009366666666666667,0
192.168.171.251,192.168.141.198,0.009116666666666667,0
192.168.171.251,192.168.61.202,0.03857666666666667,0
192.168.171.251,192.168.161.227,0.000435,0
192.168.171.251,192.168.232.186,0.015,0
192.168.171.251,192.168.239.204,0.0818425,0
192.168.171.251,192.168.192.24,0.008805,0.02452
192.168.171.251,192.168.45.41,0.021399999999999995,0
192.168.171.251,192.168.117.164,0.004438,0
192.168.171.251,192.168.37.214,0.2166325,0
192.168.171.251,192.168.14.16,0.004418,0
192.168.171.251,192.168.167.205,0.00264,0
192.168.171.251,192.168.107.63,0.02900666666666667,0.00042
192.168.171.251,192.168.39.118,0.041525,0
192.168.171.251,192.168.146.209,0.00127,0.00042
192.168.171.251,192.168.217.138,0.020589999999999997,0
192.168.171.251,192.168.135.63,0.031476,0
