source,target,user_prob,root_prob
192.168.14.234,192.168.254.74,0.019772,0
192.168.14.234,192.168.75.52,0.0038475000000000002,0.00042
192.168.14.234,192.168.192.20,0.016897500000000003,0.01165
192.168.14.234,192.168.211.219,0.008676666666666666,0
192.168.14.234,192.168.14.49,0.0031966666666666667,0.00612
192.168.14.234,192.168.39.79,0.023679999999999996,0.00061
192.168.14.234,192.168.179.36,0.41509,0
192.168.128.97,192.168.14.49,0.00112,0
192.168.128.97,192.168.39.79,0.04417,0
192.168.128.97,192.168.211.219,0.17401,0.00042
192.168.128.97,192.168.14.234,0.012316666666666665,0.00612
192.168.75.52,192.168.192.20,0.0073349999999999995,0.00507
192.168.179.36,192.168.14.234,0.007809999999999999,0.015
192.168.179.36,192.168.128.97,0.005896,0
192.168.179.36,192.168.212.95,0.011732,0
192.168.212.95,192.168.39.79,0.011689999999999999,0
192.168.212.95,192.168.128.97,0.23973,0
192.168.192.20,192.168.39.79,0.014336666666666666,0.00042
192.168.14.49,192.168.212.95,0.02017,0.008199999999999999
192.168.14.49,192.168.128.97,0.0314475,0
192.168.14.49,192.168.254.74,0.03222666666666667,0
192.168.254.74,192.168.75.52,0.003855,0
192.168.254.74,192.168.192.20,0.004156666666666667,0.00043
192.168.254.74,192.168.128.97,0.0079925,0
192.168.254.74,192.168.39.79,0.02168,0.10945
192.168.254.74,192.168.179.36,0.012289999999999999,0
192.168.254.74,192.168.14.234,0.00044,0
192.168.254.74,192.168.14.49,0.03417,0
192.168.254.74,192.168.212.95,0.07245499999999999,0
192.168.39.79,192.168.254.74,0.07884000000000001,0
192.168.39.79,192.168.128.97,0.00282,0.023260000000000003
192.168.39.79,192.168.14.234,0.00144,0
192.168.39.79,192.168.192.20,0.27693,0
192.168.39.79,192.168.14.49,0.0031349999999999998,0
192.168.39.79,192.168.211.219,0.004404,0
192.168.211.219,192.168.254.74,0.2639466666666666,0
192.168.211.219,192.168.179.36,0.0359,0
192.168.211.219,192.168.212.95,0.0038599999999999997,0
192.168.211.219,192.168.75.52,0.008499999999999999,0
