source,target,user_prob,root_prob
192.168.46.208,192.168.126.51,0.002745,0
192.168.46.208,192.168.244.149,0.011062,0
192.168.46.208,192.168.55.76,0.026546000000000004,0
192.168.46.208,192.168.40.55,0.00647,0
192.168.46.208,192.168.231.56,0.0046500000000000005,0
192.168.46.208,192.168.248.240,0.0079425,0.00044
192.168.46.208,192.168.56.22,0.014798,0
192.168.46.208,192.168.90.21,0.005900000000000001,0.00887
192.168.46.208,192.168.49.248,0.007135000000000001,0
192.168.46.208,192.168.202.147,0.00165,0.02452
192.168.46.208,192.168.160.241,0.006315,0
192.168.46.208,192.168.5.255,0.42998333333333333,0.00042
192.168.46.208,192.168.21.94,0.003545,0
192.168.46.208,192.168.205.113,0.0023966666666666667,0
192.168.46.208,192.168.215.167,0.000535,0.00042
192.168.46.208,192.168.106.170,0.016355,0.00065
192.168.46.208,192.168.32.154,0.17996666666666664,0.01165
192.168.46.208,192.168.105.147,0.23195,0.00042
192.168.46.208,192.168.154.76,0.001872,0
192.168.46.208,192.168.82.187,0.045720000000000004,0
192.168.173.204,192.168.207.182,0.01991,0.00042
192.168.173.204,192.168.203.242,0.009695,0
192.168.173.204,192.168.55.147,0.035635,0.02452
192.168.173.204,192.168.175.190,0.03963333333333333,0
192.168.173.204,192.168.68.116,0.006064,0
192.168.173.204,192.168.142.4,0.00051,0
192.168.173.204,192.168.178.106,0.12403999999999998,0
192.168.173.204,192.168.56.22,0.00648,0
192.168.173.204,192.168.216.191,0.008434,0
192.168.173.204,192.168.241.87,0.00812,0.00887
192.168.173.204,192.168.227.249,0.47534,0.000545
192.168.173.204,192.168.80.206,0.02657,0.00044
192.168.173.204,192.168.66.223,0.05440999999999999,0
192.168.173.204,192.168.231.56,0.16244666666666666,0
192.168.173.204,192.168.40.55,0.008225,0.93793
192.168.173.204,192.168.205.113,0.00341,0
192.168.173.204,192.168.82.187,0.0048725,0
192.168.173.204,192.168.150.95,0.0317,0
192.168.173.204,192.168.90.21,0.0104175,0
192.168.173.204,192.168.16.141,0.0239525,0.00043
192.168.173.204,192.168.154.76,0.000535,0
192.168.173.204,192.168.6.160,0.00469,0
192.168.173.204,192.168.158.106,0.004013333333333333,0
192.168.173.204,192.168.239.37,0.01215,0
192.168.173.204,192.168.160.241,0.008525,0
192.168.173.204,192.168.49.248,0.000535,0
192.168.173.204,192.168.55.76,0.0453375,0.03341
192.168.173.204,192.168.202.147,0.03044,0
192.168.173.204,192.168.191.20,0.012689999999999998,0
192.168.173.204,192.168.195.112,0.06732333333333333,0
192.168.173.204,192.168.211.223,0.02345,0.03341
192.168.173.204,192.168.32.154,0.00042,0.00042
192.168.173.204,192.168.207.59,0.0021075,0.00042
